caseId,term,naturalCourt,petitioner,respondent,jurisdiction,threeJudgeFdc,caseOrigin,caseSource,lcDisagreement,lcDisposition,lcDispositionDirection,partyWinning,issue,issueArea,lawType,lawSupp
1980-113,1980,1506,326.0,28.0,2.0,0.0,69.0,69.0,0.0,-10.0,1.0,1.0,80130.0,8.0,2.0,207.0
1980-113,1980,1506,326.0,28.0,2.0,0.0,69.0,69.0,0.0,-10.0,1.0,1.0,80130.0,8.0,2.0,212.0
1980-113,1980,1506,326.0,28.0,2.0,0.0,69.0,69.0,0.0,-10.0,1.0,1.0,80130.0,8.0,2.0,211.0
1980-114,1980,1506,28.0,215.0,1.0,0.0,104.0,26.0,0.0,2.0,2.0,1.0,10140.0,1.0,2.0,221.0
1980-115,1980,1506,167.0,171.0,1.0,0.0,87.0,28.0,0.0,2.0,1.0,1.0,80010.0,8.0,3.0,367.0
1980-116,1980,1506,238.0,123.0,1.0,0.0,50.0,29.0,0.0,3.0,2.0,1.0,90460.0,9.0,5.0,506.0
1980-117,1980,1506,28.0,202.0,2.0,0.0,59.0,25.0,0.0,3.0,2.0,1.0,20410.0,2.0,1.0,144.0
1980-117,1980,1506,28.0,202.0,2.0,0.0,59.0,25.0,0.0,3.0,2.0,1.0,20410.0,2.0,2.0,231.0
1980-121,1980,1506,4.0,215.0,1.0,0.0,53.0,22.0,0.0,2.0,2.0,1.0,40040.0,4.0,2.0,230.0
1980-122,1980,1506,215.0,1.0,1.0,0.0,124.0,22.0,0.0,2.0,1.0,0.0,40040.0,4.0,6.0,600.0
1980-123,1980,1506,151.0,371.0,1.0,0.0,32.0,32.0,0.0,2.0,1.0,1.0,70050.0,7.0,3.0,358.0
1980-123,1980,1506,192.0,371.0,1.0,0.0,32.0,32.0,0.0,2.0,1.0,1.0,70050.0,7.0,3.0,358.0
1980-124,1980,1506,186.0,151.0,1.0,0.0,103.0,26.0,0.0,3.0,1.0,0.0,20250.0,2.0,6.0,600.0
1980-125,1980,1506,27.0,100.0,1.0,0.0,80.0,21.0,0.0,3.0,2.0,1.0,10510.0,1.0,3.0,362.0
1980-126,1980,1506,371.0,187.0,2.0,0.0,132.0,132.0,0.0,-10.0,2.0,1.0,10050.0,1.0,6.0,600.0
1980-126,1980,1506,371.0,187.0,2.0,0.0,132.0,132.0,0.0,-10.0,2.0,1.0,10050.0,1.0,2.0,205.0
1980-127,1980,1506,249.0,249.0,1.0,0.0,92.0,23.0,0.0,3.0,1.0,1.0,90320.0,9.0,3.0,350.0
1980-128,1980,1506,28.0,130.0,1.0,0.0,302.0,300.0,0.0,3.0,2.0,1.0,30160.0,3.0,2.0,202.0
1980-129,1980,1506,151.0,382.0,1.0,0.0,22.0,22.0,1.0,2.0,2.0,1.0,70200.0,7.0,3.0,356.0
1980-130,1980,1506,28.0,100.0,1.0,0.0,302.0,300.0,1.0,2.0,2.0,1.0,10050.0,1.0,2.0,205.0
1980-131,1980,1506,4.0,115.0,1.0,0.0,302.0,300.0,1.0,2.0,2.0,1.0,30190.0,3.0,2.0,237.0
1980-132,1980,1506,211.0,174.0,1.0,0.0,55.0,32.0,0.0,-10.0,1.0,0.0,90150.0,9.0,5.0,508.0
1980-134,1980,1506,5.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,80130.0,8.0,3.0,338.0
1980-134,1980,1506,5.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,80130.0,8.0,3.0,338.0
1980-134,1980,1506,3.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,80130.0,8.0,3.0,338.0
1980-134,1980,1506,333.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,80130.0,8.0,3.0,338.0
1980-134,1980,1506,333.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,90290.0,9.0,6.0,600.0
1980-134,1980,1506,333.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,90290.0,9.0,6.0,600.0
1980-134,1980,1506,333.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,90290.0,9.0,6.0,600.0
1980-134,1980,1506,333.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,90290.0,9.0,6.0,600.0
1980-134,1980,1506,333.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,90290.0,9.0,-10.0,-1000.0
1980-134,1980,1506,333.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,90290.0,9.0,-10.0,-1000.0
1980-134,1980,1506,333.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,90290.0,9.0,-10.0,-1000.0
1980-134,1980,1506,333.0,157.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,90290.0,9.0,-10.0,-1000.0
1980-135,1980,1506,363.0,199.0,1.0,0.0,55.0,32.0,0.0,2.0,2.0,1.0,20190.0,2.0,3.0,308.0
1980-136,1980,1506,407.0,142.0,2.0,1.0,109.0,109.0,0.0,-10.0,2.0,1.0,20130.0,2.0,3.0,366.0
1980-136,1980,1506,407.0,142.0,2.0,1.0,109.0,109.0,0.0,-10.0,2.0,1.0,20130.0,2.0,2.0,212.0
1980-137,1980,1506,412.0,192.0,2.0,0.0,96.0,96.0,0.0,-10.0,2.0,1.0,30010.0,3.0,6.0,600.0
1980-137,1980,1506,412.0,192.0,2.0,0.0,96.0,96.0,0.0,-10.0,2.0,1.0,30010.0,3.0,2.0,200.0
1980-138,1980,1506,27.0,8.0,1.0,0.0,55.0,32.0,1.0,2.0,2.0,1.0,10580.0,1.0,3.0,302.0
1980-139,1980,1506,206.0,343.0,2.0,0.0,50.0,29.0,1.0,3.0,1.0,0.0,30140.0,3.0,3.0,330.0
1980-139,1980,1506,206.0,343.0,2.0,0.0,50.0,29.0,1.0,3.0,1.0,0.0,30140.0,3.0,2.0,212.0
1980-139,1980,1506,206.0,343.0,2.0,0.0,50.0,29.0,1.0,3.0,1.0,0.0,30140.0,3.0,2.0,200.0
1980-140,1980,1506,168.0,253.0,2.0,0.0,302.0,301.0,0.0,2.0,1.0,1.0,100070.0,10.0,6.0,600.0
1980-140,1980,1506,168.0,253.0,2.0,0.0,302.0,301.0,0.0,2.0,1.0,1.0,100070.0,10.0,1.0,148.0
1980-141,1980,1506,3.0,177.0,1.0,0.0,113.0,21.0,0.0,2.0,2.0,1.0,20400.0,2.0,3.0,314.0
1980-142,1980,1506,328.0,244.0,1.0,0.0,55.0,32.0,1.0,2.0,2.0,1.0,30060.0,3.0,6.0,600.0
1980-142,1980,1506,328.0,244.0,1.0,0.0,55.0,32.0,1.0,2.0,2.0,1.0,30060.0,3.0,2.0,200.0
1980-143,1980,1506,382.0,151.0,1.0,0.0,23.0,23.0,0.0,3.0,1.0,1.0,70180.0,7.0,3.0,350.0
1980-143,1980,1506,249.0,382.0,1.0,0.0,23.0,23.0,0.0,3.0,1.0,1.0,70180.0,7.0,3.0,350.0
1980-144,1980,1506,28.0,100.0,1.0,0.0,302.0,301.0,1.0,3.0,2.0,1.0,10100.0,1.0,2.0,209.0
1980-145,1980,1506,191.0,338.0,1.0,0.0,32.0,32.0,0.0,2.0,2.0,0.0,80320.0,8.0,3.0,326.0
1980-145,1980,1506,191.0,338.0,1.0,0.0,32.0,32.0,0.0,2.0,2.0,0.0,80320.0,8.0,3.0,326.0
1980-145,1980,1506,191.0,338.0,1.0,0.0,32.0,32.0,0.0,2.0,2.0,0.0,80320.0,8.0,3.0,326.0
1980-145,1980,1506,191.0,338.0,1.0,0.0,32.0,32.0,0.0,2.0,2.0,0.0,80320.0,8.0,2.0,200.0
1980-145,1980,1506,191.0,338.0,1.0,0.0,32.0,32.0,0.0,2.0,2.0,0.0,80320.0,8.0,2.0,200.0
1980-145,1980,1506,191.0,338.0,1.0,0.0,32.0,32.0,0.0,2.0,2.0,0.0,80320.0,8.0,2.0,200.0
1980-146,1980,1506,100.0,100.0,1.0,0.0,302.0,301.0,1.0,2.0,1.0,1.0,10060.0,1.0,2.0,205.0
1980-147,1980,1506,28.0,100.0,1.0,0.0,302.0,300.0,1.0,3.0,2.0,1.0,10060.0,1.0,2.0,205.0
1980-148,1980,1506,198.0,198.0,1.0,0.0,302.0,301.0,0.0,2.0,2.0,1.0,100020.0,10.0,6.0,600.0
1980-148,1980,1506,198.0,198.0,1.0,0.0,302.0,301.0,0.0,2.0,2.0,1.0,100020.0,10.0,-10.0,-1000.0
1980-149,1980,1506,101.0,3.0,2.0,0.0,302.0,300.0,0.0,3.0,1.0,1.0,30020.0,3.0,2.0,200.0
1980-150,1980,1506,123.0,233.0,1.0,0.0,302.0,300.0,0.0,3.0,1.0,1.0,100020.0,10.0,3.0,355.0
1980-151,1980,1506,132.0,28.0,2.0,0.0,302.0,300.0,0.0,2.0,2.0,0.0,80100.0,8.0,1.0,111.0
1980-151,1980,1506,132.0,28.0,2.0,0.0,302.0,300.0,0.0,2.0,2.0,0.0,80100.0,8.0,1.0,148.0
1980-152,1980,1506,135.0,408.0,1.0,0.0,48.0,48.0,0.0,-10.0,1.0,0.0,40070.0,4.0,6.0,600.0
1980-152,1980,1506,135.0,408.0,1.0,0.0,48.0,48.0,0.0,-10.0,1.0,0.0,40070.0,4.0,3.0,375.0
1981-001,1981,1507,28.0,215.0,1.0,0.0,68.0,27.0,0.0,3.0,2.0,1.0,10020.0,1.0,3.0,341.0
1981-002,1981,1507,19.0,8.0,1.0,0.0,112.0,21.0,0.0,3.0,2.0,1.0,20060.0,2.0,3.0,314.0
1981-003,1981,1507,28.0,215.0,1.0,0.0,104.0,26.0,0.0,3.0,2.0,1.0,40040.0,4.0,2.0,230.0
1981-004,1981,1507,343.0,211.0,1.0,0.0,55.0,32.0,0.0,3.0,1.0,1.0,30140.0,3.0,3.0,330.0
1981-004,1981,1507,211.0,211.0,1.0,0.0,55.0,32.0,0.0,3.0,1.0,1.0,30140.0,3.0,3.0,330.0
1981-005,1981,1507,253.0,129.0,1.0,0.0,302.0,300.0,0.0,5.0,1.0,1.0,100030.0,10.0,6.0,600.0
1981-006,1981,1507,19.0,215.0,1.0,0.0,114.0,24.0,0.0,2.0,2.0,1.0,90240.0,9.0,-10.0,-1000.0
1981-007,1981,1507,28.0,242.0,1.0,0.0,302.0,301.0,0.0,2.0,2.0,1.0,30190.0,3.0,2.0,200.0
1981-008,1981,1507,25.0,19.0,1.0,0.0,86.0,28.0,1.0,2.0,1.0,0.0,90090.0,9.0,3.0,314.0
1981-009,1981,1507,324.0,207.0,1.0,0.0,63.0,29.0,0.0,3.0,2.0,1.0,50040.0,5.0,3.0,354.0
1981-010,1981,1507,326.0,150.0,1.0,0.0,55.0,32.0,0.0,3.0,2.0,1.0,80290.0,8.0,1.0,139.0
1981-010,1981,1507,326.0,150.0,1.0,0.0,55.0,32.0,0.0,3.0,2.0,1.0,80290.0,8.0,6.0,600.0
1981-011,1981,1507,382.0,151.0,1.0,0.0,27.0,27.0,1.0,3.0,1.0,1.0,70070.0,7.0,3.0,356.0
1981-011,1981,1507,151.0,382.0,1.0,0.0,27.0,27.0,1.0,3.0,1.0,1.0,70070.0,7.0,3.0,356.0
1981-012,1981,1507,27.0,215.0,1.0,0.0,67.0,27.0,0.0,2.0,2.0,1.0,20170.0,2.0,6.0,600.0
1981-013,1981,1507,103.0,208.0,1.0,0.0,110.0,23.0,0.0,3.0,2.0,1.0,90140.0,9.0,-10.0,-1000.0
1981-013,1981,1507,103.0,208.0,1.0,0.0,110.0,23.0,0.0,3.0,2.0,1.0,90140.0,9.0,-10.0,-1000.0
1981-014,1981,1507,26.0,239.0,1.0,0.0,87.0,28.0,0.0,3.0,2.0,0.0,30170.0,3.0,2.0,203.0
1981-015,1981,1507,201.0,3.0,2.0,0.0,302.0,300.0,1.0,3.0,1.0,1.0,30140.0,3.0,2.0,201.0
1981-016,1981,1507,111.0,213.0,1.0,0.0,71.0,28.0,1.0,3.0,2.0,1.0,20400.0,2.0,3.0,314.0
1981-017,1981,1507,28.0,126.0,1.0,0.0,96.0,22.0,0.0,3.0,2.0,1.0,10020.0,1.0,-10.0,-1000.0
1981-019,1981,1507,135.0,114.0,1.0,0.0,97.0,22.0,0.0,3.0,2.0,1.0,80030.0,8.0,3.0,307.0
1981-020,1981,1507,215.0,28.0,1.0,0.0,45.0,29.0,0.0,2.0,1.0,1.0,10330.0,1.0,-10.0,-1000.0
1981-021,1981,1507,28.0,126.0,1.0,0.0,127.0,24.0,1.0,2.0,2.0,1.0,10140.0,1.0,2.0,221.0
1981-022,1981,1507,371.0,151.0,2.0,0.0,88.0,29.0,0.0,2.0,1.0,1.0,70040.0,7.0,6.0,600.0
1981-022,1981,1507,371.0,151.0,2.0,0.0,88.0,29.0,0.0,2.0,1.0,1.0,90330.0,9.0,6.0,600.0
1981-023,1981,1507,251.0,5.0,2.0,1.0,114.0,114.0,0.0,-10.0,1.0,1.0,20020.0,2.0,3.0,378.0
1981-024,1981,1507,151.0,382.0,1.0,0.0,21.0,21.0,0.0,2.0,2.0,0.0,70070.0,7.0,3.0,356.0
1981-025,1981,1507,28.0,106.0,2.0,1.0,48.0,48.0,0.0,-10.0,2.0,1.0,20120.0,2.0,2.0,231.0
1981-026,1981,1507,232.0,240.0,1.0,0.0,109.0,23.0,1.0,3.0,2.0,1.0,90300.0,9.0,1.0,139.0
1981-027,1981,1507,198.0,195.0,2.0,0.0,302.0,300.0,0.0,3.0,1.0,0.0,40070.0,4.0,2.0,211.0
1981-027,1981,1507,132.0,195.0,2.0,0.0,302.0,300.0,0.0,3.0,1.0,0.0,40070.0,4.0,2.0,211.0
1981-027,1981,1507,132.0,195.0,2.0,0.0,302.0,300.0,0.0,3.0,1.0,0.0,40010.0,4.0,1.0,128.0
1981-027,1981,1507,132.0,195.0,2.0,0.0,302.0,300.0,0.0,3.0,1.0,0.0,40010.0,4.0,1.0,128.0
1981-027,1981,1507,132.0,195.0,2.0,0.0,302.0,300.0,0.0,3.0,1.0,0.0,40010.0,4.0,2.0,231.0
1981-027,1981,1507,132.0,195.0,2.0,0.0,302.0,300.0,0.0,3.0,1.0,0.0,40010.0,4.0,2.0,231.0
1981-027,1981,1507,132.0,195.0,2.0,0.0,302.0,300.0,0.0,3.0,1.0,0.0,40020.0,4.0,2.0,230.0
1981-027,1981,1507,132.0,195.0,2.0,0.0,302.0,300.0,0.0,3.0,1.0,0.0,40020.0,4.0,2.0,230.0
1981-028,1981,1507,27.0,8.0,1.0,0.0,3.0,3.0,0.0,-10.0,2.0,1.0,80350.0,8.0,6.0,600.0
1981-029,1981,1507,28.0,110.0,1.0,0.0,302.0,300.0,1.0,3.0,2.0,1.0,10050.0,1.0,2.0,205.0
1981-030,1981,1507,27.0,240.0,1.0,0.0,3.0,3.0,0.0,-10.0,1.0,0.0,120010.0,12.0,3.0,345.0
1981-031,1981,1507,124.0,3.0,1.0,0.0,52.0,30.0,1.0,3.0,1.0,1.0,80010.0,8.0,3.0,367.0
1981-032,1981,1507,151.0,249.0,1.0,0.0,55.0,32.0,0.0,2.0,1.0,1.0,70020.0,7.0,3.0,356.0
1981-033,1981,1507,28.0,100.0,2.0,0.0,302.0,300.0,0.0,3.0,1.0,0.0,90170.0,9.0,-10.0,-1000.0
1981-034,1981,1507,126.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,10130.0,1.0,2.0,221.0
1981-036,1981,1507,198.0,170.0,1.0,0.0,93.0,30.0,1.0,3.0,2.0,0.0,20150.0,2.0,1.0,111.0
1981-036,1981,1507,198.0,170.0,1.0,0.0,93.0,30.0,1.0,3.0,2.0,0.0,20150.0,2.0,1.0,111.0
1981-036,1981,1507,198.0,170.0,1.0,0.0,93.0,30.0,1.0,3.0,2.0,0.0,20150.0,2.0,-10.0,-1000.0
1981-036,1981,1507,198.0,170.0,1.0,0.0,93.0,30.0,1.0,3.0,2.0,0.0,20150.0,2.0,-10.0,-1000.0
1981-037,1981,1507,111.0,20.0,2.0,0.0,300.0,300.0,1.0,-10.0,1.0,1.0,60020.0,6.0,2.0,200.0
1981-037,1981,1507,111.0,20.0,2.0,0.0,300.0,300.0,1.0,-10.0,1.0,1.0,60020.0,6.0,8.0,800.0
1981-038,1981,1507,28.0,126.0,1.0,0.0,96.0,22.0,1.0,3.0,2.0,1.0,40050.0,4.0,2.0,230.0
1981-039,1981,1507,28.0,198.0,2.0,0.0,95.0,10.0,0.0,2.0,2.0,1.0,90130.0,9.0,-10.0,-1000.0
1981-040,1981,1507,27.0,130.0,2.0,0.0,111.0,111.0,0.0,-10.0,2.0,1.0,30160.0,3.0,2.0,202.0
1981-040,1981,1507,27.0,130.0,2.0,0.0,111.0,111.0,0.0,-10.0,2.0,1.0,30160.0,3.0,6.0,600.0
1981-041,1981,1507,236.0,28.0,1.0,0.0,71.0,28.0,1.0,2.0,1.0,1.0,20190.0,2.0,3.0,308.0
1981-042,1981,1507,3.0,109.0,2.0,0.0,120.0,25.0,0.0,6.0,2.0,1.0,40010.0,4.0,2.0,230.0
1981-042,1981,1507,3.0,109.0,2.0,0.0,120.0,25.0,0.0,6.0,2.0,1.0,90340.0,9.0,-10.0,-1000.0
1981-042,1981,1507,3.0,109.0,2.0,0.0,120.0,25.0,0.0,6.0,2.0,1.0,90130.0,9.0,-10.0,-1000.0
1981-043,1981,1507,240.0,369.0,1.0,0.0,9.0,29.0,0.0,2.0,2.0,0.0,120020.0,12.0,3.0,345.0
1981-045,1981,1507,148.0,28.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,1.0,80110.0,8.0,1.0,111.0
1981-045,1981,1507,148.0,28.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,1.0,80270.0,8.0,8.0,800.0
1981-045,1981,1507,28.0,28.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,1.0,80110.0,8.0,1.0,111.0
1981-045,1981,1507,28.0,28.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,1.0,80110.0,8.0,1.0,111.0
1981-045,1981,1507,28.0,28.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,1.0,80110.0,8.0,3.0,336.0
1981-045,1981,1507,28.0,28.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,1.0,80110.0,8.0,3.0,336.0
1981-045,1981,1507,28.0,28.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,1.0,80110.0,8.0,3.0,336.0
1981-046,1981,1507,316.0,5.0,1.0,0.0,92.0,23.0,0.0,3.0,2.0,1.0,50040.0,5.0,3.0,335.0
1981-046,1981,1507,3.0,316.0,1.0,0.0,52.0,30.0,0.0,3.0,1.0,0.0,50040.0,5.0,4.0,400.0
1981-047,1981,1507,225.0,222.0,1.0,0.0,126.0,24.0,0.0,4.0,1.0,1.0,90280.0,9.0,3.0,342.0
1981-048,1981,1507,154.0,151.0,1.0,0.0,66.0,27.0,0.0,2.0,1.0,1.0,20140.0,2.0,3.0,384.0
1981-048,1981,1507,249.0,151.0,1.0,0.0,66.0,27.0,0.0,2.0,2.0,0.0,20140.0,2.0,3.0,384.0
1981-049,1981,1507,200.0,208.0,1.0,0.0,92.0,23.0,0.0,3.0,1.0,1.0,80110.0,8.0,2.0,231.0
1981-050,1981,1507,145.0,151.0,2.0,0.0,300.0,300.0,0.0,2.0,1.0,1.0,40020.0,4.0,2.0,230.0
1981-051,1981,1507,111.0,7.0,1.0,0.0,91.0,21.0,0.0,3.0,1.0,1.0,60010.0,6.0,3.0,328.0
1981-052,1981,1507,145.0,114.0,2.0,0.0,66.0,66.0,0.0,2.0,2.0,1.0,80030.0,8.0,1.0,139.0
1981-052,1981,1507,145.0,114.0,2.0,0.0,66.0,27.0,1.0,2.0,1.0,0.0,80030.0,8.0,6.0,600.0
1981-052,1981,1507,145.0,114.0,2.0,0.0,66.0,27.0,1.0,2.0,1.0,0.0,80030.0,8.0,1.0,112.0
1981-053,1981,1507,16.0,100.0,2.0,0.0,89.0,28.0,0.0,3.0,2.0,1.0,90130.0,9.0,-10.0,-1000.0
1981-054,1981,1507,3.0,238.0,2.0,0.0,66.0,27.0,0.0,3.0,2.0,1.0,30010.0,3.0,2.0,200.0
1981-055,1981,1507,28.0,215.0,1.0,0.0,117.0,26.0,0.0,2.0,2.0,1.0,10020.0,1.0,3.0,341.0
1981-056,1981,1507,113.0,135.0,1.0,0.0,111.0,23.0,1.0,3.0,2.0,1.0,80120.0,8.0,3.0,365.0
1981-057,1981,1507,249.0,145.0,1.0,0.0,55.0,32.0,1.0,3.0,1.0,1.0,70180.0,7.0,3.0,350.0
1981-058,1981,1507,201.0,343.0,2.0,0.0,66.0,27.0,0.0,4.0,1.0,1.0,30140.0,3.0,3.0,330.0
1981-059,1981,1507,28.0,137.0,1.0,0.0,58.0,25.0,0.0,4.0,2.0,1.0,10120.0,1.0,2.0,214.0
1981-061,1981,1507,28.0,100.0,1.0,0.0,74.0,26.0,0.0,2.0,2.0,1.0,10090.0,1.0,2.0,210.0
1981-062,1981,1507,151.0,145.0,1.0,0.0,32.0,32.0,0.0,8.0,2.0,1.0,80040.0,8.0,3.0,349.0
1981-063,1981,1507,28.0,126.0,1.0,0.0,66.0,27.0,0.0,2.0,2.0,1.0,90130.0,9.0,-10.0,-1000.0
1981-064,1981,1507,100.0,27.0,1.0,0.0,111.0,23.0,1.0,2.0,1.0,0.0,10430.0,1.0,6.0,600.0
1981-065,1981,1507,107.0,357.0,1.0,0.0,53.0,22.0,0.0,-10.0,2.0,0.0,80010.0,8.0,-10.0,-1000.0
1981-066,1981,1507,249.0,28.0,1.0,0.0,94.0,22.0,0.0,3.0,1.0,1.0,70070.0,7.0,2.0,223.0
1981-066,1981,1507,249.0,28.0,1.0,0.0,94.0,22.0,0.0,3.0,1.0,1.0,70070.0,7.0,3.0,363.0
1981-067,1981,1507,171.0,171.0,1.0,0.0,302.0,301.0,0.0,2.0,3.0,1.0,90360.0,9.0,1.0,143.0
1981-068,1981,1507,27.0,28.0,1.0,0.0,93.0,30.0,0.0,3.0,2.0,0.0,80100.0,8.0,1.0,148.0
1981-068,1981,1507,27.0,28.0,1.0,0.0,93.0,30.0,0.0,3.0,2.0,0.0,100060.0,10.0,1.0,148.0
1981-069,1981,1507,202.0,5.0,1.0,0.0,302.0,301.0,0.0,9.0,1.0,1.0,20170.0,2.0,2.0,230.0
1981-070,1981,1507,27.0,100.0,1.0,0.0,98.0,24.0,1.0,3.0,2.0,1.0,10590.0,1.0,2.0,216.0
1981-071,1981,1507,324.0,8.0,1.0,0.0,55.0,32.0,0.0,3.0,1.0,1.0,20070.0,2.0,6.0,600.0
1981-072,1981,1507,211.0,1.0,2.0,1.0,119.0,119.0,1.0,-10.0,2.0,1.0,20090.0,2.0,-10.0,-1000.0
1981-073,1981,1507,211.0,211.0,1.0,0.0,302.0,301.0,0.0,2.0,1.0,1.0,30010.0,3.0,2.0,200.0
1981-074,1981,1507,151.0,182.0,1.0,0.0,126.0,24.0,1.0,3.0,2.0,1.0,20060.0,2.0,3.0,384.0
1981-075,1981,1507,175.0,153.0,2.0,0.0,302.0,301.0,0.0,2.0,1.0,1.0,20200.0,2.0,2.0,231.0
1981-076,1981,1507,28.0,215.0,1.0,0.0,103.0,26.0,1.0,3.0,2.0,1.0,10020.0,1.0,3.0,341.0
1981-077,1981,1507,27.0,126.0,1.0,0.0,55.0,32.0,1.0,2.0,2.0,1.0,10020.0,1.0,3.0,341.0
1981-077,1981,1507,27.0,126.0,1.0,0.0,55.0,32.0,1.0,2.0,2.0,1.0,10370.0,1.0,4.0,401.0
1981-078,1981,1507,363.0,180.0,2.0,0.0,50.0,50.0,0.0,12.0,2.0,1.0,40050.0,4.0,3.0,309.0
1981-078,1981,1507,363.0,180.0,2.0,0.0,50.0,50.0,0.0,12.0,2.0,1.0,40050.0,4.0,2.0,207.0
1981-079,1981,1507,27.0,181.0,1.0,0.0,3.0,3.0,0.0,-10.0,2.0,1.0,90360.0,9.0,3.0,309.0
1981-080,1981,1507,249.0,234.0,1.0,0.0,80.0,21.0,0.0,4.0,2.0,0.0,70020.0,7.0,3.0,356.0
1981-081,1981,1507,28.0,130.0,2.0,0.0,83.0,28.0,0.0,6.0,2.0,0.0,30170.0,3.0,2.0,203.0
1981-081,1981,1507,28.0,130.0,2.0,0.0,83.0,28.0,0.0,6.0,2.0,0.0,30170.0,3.0,1.0,139.0
1981-082,1981,1507,151.0,182.0,1.0,0.0,42.0,25.0,0.0,3.0,2.0,1.0,20060.0,2.0,3.0,384.0
1981-082,1981,1507,249.0,182.0,1.0,0.0,42.0,25.0,0.0,3.0,2.0,1.0,20060.0,2.0,3.0,384.0
1981-082,1981,1507,249.0,182.0,1.0,0.0,42.0,25.0,0.0,3.0,2.0,1.0,20060.0,2.0,4.0,400.0
1981-082,1981,1507,249.0,182.0,1.0,0.0,42.0,25.0,0.0,3.0,2.0,1.0,20060.0,2.0,4.0,400.0
1981-083,1981,1507,324.0,28.0,1.0,0.0,112.0,21.0,0.0,5.0,2.0,1.0,80130.0,8.0,3.0,338.0
1981-084,1981,1507,231.0,234.0,1.0,0.0,120.0,25.0,0.0,2.0,1.0,1.0,80220.0,8.0,3.0,343.0
1981-085,1981,1507,119.0,173.0,1.0,0.0,81.0,26.0,1.0,3.0,2.0,0.0,90290.0,9.0,6.0,600.0
1981-085,1981,1507,119.0,173.0,1.0,0.0,96.0,22.0,1.0,3.0,2.0,0.0,90290.0,9.0,6.0,600.0
1981-085,1981,1507,119.0,173.0,1.0,0.0,96.0,22.0,1.0,3.0,2.0,0.0,90290.0,9.0,6.0,600.0
1981-085,1981,1507,119.0,173.0,1.0,0.0,96.0,22.0,1.0,3.0,2.0,0.0,90290.0,9.0,6.0,600.0
1981-086,1981,1507,28.0,126.0,1.0,0.0,59.0,25.0,0.0,3.0,2.0,1.0,10130.0,1.0,-10.0,-1000.0
1981-087,1981,1507,19.0,208.0,1.0,0.0,302.0,300.0,0.0,-10.0,1.0,0.0,90170.0,9.0,6.0,600.0
1981-088,1981,1507,247.0,249.0,1.0,0.0,103.0,26.0,0.0,2.0,2.0,0.0,70060.0,7.0,3.0,351.0
1981-089,1981,1507,28.0,241.0,2.0,0.0,74.0,26.0,0.0,3.0,2.0,0.0,40020.0,4.0,2.0,230.0
1981-090,1981,1507,145.0,151.0,1.0,0.0,96.0,22.0,0.0,2.0,1.0,0.0,20060.0,2.0,3.0,384.0
1981-090,1981,1507,145.0,151.0,1.0,0.0,96.0,22.0,0.0,2.0,1.0,0.0,20060.0,2.0,6.0,600.0
1981-091,1981,1507,21.0,330.0,1.0,0.0,53.0,22.0,0.0,4.0,2.0,0.0,20140.0,2.0,3.0,322.0
1981-092,1981,1507,216.0,184.0,1.0,0.0,94.0,22.0,0.0,2.0,2.0,0.0,80010.0,8.0,3.0,367.0
1981-093,1981,1507,328.0,190.0,1.0,0.0,55.0,32.0,0.0,2.0,2.0,1.0,50040.0,5.0,3.0,335.0
1981-094,1981,1507,6.0,174.0,1.0,0.0,66.0,27.0,0.0,-10.0,1.0,0.0,90150.0,9.0,5.0,508.0
1981-095,1981,1507,28.0,137.0,1.0,0.0,43.0,25.0,0.0,3.0,2.0,1.0,10130.0,1.0,2.0,221.0
1981-096,1981,1507,335.0,226.0,1.0,0.0,55.0,32.0,0.0,3.0,2.0,1.0,50040.0,5.0,3.0,335.0
1981-097,1981,1507,120.0,382.0,1.0,0.0,29.0,29.0,0.0,2.0,1.0,0.0,70020.0,7.0,3.0,356.0
1981-097,1981,1507,120.0,382.0,1.0,0.0,29.0,29.0,0.0,2.0,1.0,0.0,70020.0,7.0,3.0,356.0
1981-097,1981,1507,120.0,382.0,1.0,0.0,29.0,29.0,0.0,2.0,1.0,0.0,70020.0,7.0,3.0,356.0
