caseId,term,naturalCourt,petitioner,respondent,jurisdiction,threeJudgeFdc,caseOrigin,caseSource,lcDisagreement,lcDisposition,lcDispositionDirection,partyWinning,issue,issueArea,lawType,lawSupp
1955-007,1955,1403,116.0,27.0,1.0,0.0,75.0,25.0,1.0,2.0,1.0,1.0,80060.0,8.0,3.0,374.0
1955-008,1955,1403,145.0,231.0,1.0,0.0,155.0,24.0,0.0,6.0,1.0,1.0,80040.0,8.0,-10.0,-1000.0
1955-009,1955,1403,126.0,27.0,1.0,0.0,87.0,28.0,0.0,2.0,1.0,0.0,90320.0,9.0,6.0,600.0
1955-010,1955,1403,100.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,20040.0,2.0,2.0,230.0
1955-010,1955,1403,100.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,90350.0,9.0,-10.0,-1000.0
1955-011,1955,1403,100.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,20040.0,2.0,2.0,231.0
1955-011,1955,1403,100.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,20040.0,2.0,2.0,231.0
1955-011,1955,1403,100.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,20040.0,2.0,2.0,230.0
1955-011,1955,1403,100.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,20040.0,2.0,2.0,214.0
1955-011,1955,1403,100.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,20040.0,2.0,2.0,230.0
1955-011,1955,1403,100.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,20040.0,2.0,2.0,214.0
1955-012,1955,1403,382.0,151.0,1.0,0.0,25.0,25.0,0.0,9.0,1.0,1.0,90330.0,9.0,3.0,356.0
1955-014,1955,1403,126.0,28.0,1.0,0.0,302.0,300.0,0.0,9.0,1.0,1.0,10010.0,1.0,2.0,230.0
1955-015,1955,1403,151.0,116.0,1.0,0.0,94.0,22.0,0.0,3.0,1.0,0.0,80070.0,8.0,3.0,349.0
1955-016,1955,1403,126.0,27.0,1.0,0.0,69.0,27.0,0.0,2.0,1.0,0.0,10170.0,1.0,6.0,600.0
1955-017,1955,1403,249.0,231.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,100020.0,10.0,3.0,350.0
1955-017,1955,1403,249.0,231.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,100020.0,10.0,3.0,363.0
1955-018,1955,1403,304.0,27.0,1.0,1.0,123.0,123.0,1.0,9.0,1.0,1.0,90120.0,9.0,3.0,343.0
1955-018,1955,1403,234.0,27.0,1.0,1.0,123.0,123.0,1.0,9.0,1.0,1.0,90120.0,9.0,3.0,343.0
1955-018,1955,1403,304.0,27.0,1.0,1.0,123.0,123.0,1.0,9.0,1.0,1.0,90120.0,9.0,3.0,343.0
1955-018,1955,1403,234.0,27.0,1.0,1.0,123.0,123.0,1.0,9.0,1.0,1.0,90120.0,9.0,3.0,343.0
1955-019,1955,1403,27.0,254.0,1.0,0.0,109.0,23.0,0.0,3.0,2.0,0.0,20280.0,2.0,3.0,344.0
1955-019,1955,1403,254.0,368.0,1.0,0.0,95.0,22.0,0.0,3.0,1.0,1.0,20280.0,2.0,3.0,344.0
1955-020,1955,1403,145.0,151.0,1.0,0.0,124.0,22.0,0.0,3.0,1.0,1.0,80160.0,8.0,6.0,600.0
1955-020,1955,1403,145.0,151.0,1.0,0.0,124.0,22.0,0.0,3.0,1.0,1.0,80160.0,8.0,-10.0,-1000.0
1955-021,1955,1403,100.0,27.0,1.0,0.0,93.0,30.0,0.0,2.0,1.0,1.0,10370.0,1.0,4.0,401.0
1955-022,1955,1403,27.0,195.0,1.0,0.0,160.0,24.0,0.0,2.0,1.0,1.0,40070.0,4.0,2.0,211.0
1955-023,1955,1403,151.0,371.0,1.0,0.0,117.0,26.0,0.0,2.0,2.0,0.0,70040.0,7.0,3.0,334.0
1955-024,1955,1403,371.0,151.0,1.0,0.0,64.0,29.0,0.0,2.0,1.0,1.0,70040.0,7.0,3.0,334.0
1955-025,1955,1403,382.0,151.0,1.0,0.0,26.0,26.0,0.0,5.0,1.0,1.0,70170.0,7.0,3.0,356.0
1955-026,1955,1403,151.0,382.0,1.0,0.0,22.0,22.0,1.0,2.0,2.0,0.0,70160.0,7.0,3.0,356.0
1955-027,1955,1403,27.0,249.0,1.0,0.0,96.0,22.0,1.0,3.0,2.0,1.0,70170.0,7.0,3.0,350.0
1955-028,1955,1403,369.0,198.0,1.0,0.0,9.0,29.0,0.0,2.0,1.0,1.0,120010.0,12.0,3.0,345.0
1955-028,1955,1403,27.0,195.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,120010.0,12.0,3.0,345.0
1955-029,1955,1403,145.0,231.0,1.0,0.0,41.0,25.0,0.0,3.0,1.0,1.0,80040.0,8.0,6.0,600.0
1955-030,1955,1403,209.0,148.0,1.0,0.0,23.0,23.0,1.0,3.0,2.0,0.0,80300.0,8.0,3.0,355.0
1955-030,1955,1403,352.0,148.0,1.0,0.0,23.0,23.0,1.0,3.0,2.0,0.0,80300.0,8.0,3.0,355.0
1955-031,1955,1403,352.0,148.0,1.0,0.0,32.0,32.0,0.0,5.0,2.0,0.0,80270.0,8.0,3.0,336.0
1955-031,1955,1403,148.0,148.0,1.0,0.0,32.0,32.0,0.0,5.0,2.0,0.0,80270.0,8.0,3.0,336.0
1955-032,1955,1403,208.0,104.0,1.0,0.0,120.0,25.0,0.0,4.0,1.0,1.0,10220.0,1.0,-10.0,-1000.0
1955-033,1955,1403,100.0,27.0,1.0,0.0,96.0,22.0,0.0,2.0,1.0,0.0,10200.0,1.0,2.0,208.0
1955-034,1955,1403,136.0,27.0,1.0,0.0,87.0,28.0,1.0,2.0,1.0,0.0,100120.0,10.0,6.0,600.0
1955-034,1955,1403,136.0,27.0,1.0,0.0,87.0,28.0,1.0,2.0,1.0,0.0,100120.0,10.0,1.0,120.0
1955-035,1955,1403,100.0,27.0,1.0,0.0,90.0,29.0,0.0,2.0,1.0,1.0,10210.0,1.0,-10.0,-1000.0
1955-036,1955,1403,27.0,138.0,1.0,0.0,50.0,29.0,0.0,2.0,1.0,0.0,120010.0,12.0,3.0,345.0
1955-037,1955,1403,111.0,27.0,1.0,0.0,55.0,32.0,1.0,2.0,1.0,1.0,10080.0,1.0,6.0,600.0
1955-038,1955,1403,27.0,245.0,2.0,0.0,68.0,68.0,0.0,3.0,1.0,0.0,80240.0,8.0,6.0,600.0
1955-039,1955,1403,224.0,26.0,1.0,0.0,300.0,300.0,0.0,-10.0,1.0,1.0,20050.0,2.0,2.0,231.0
1955-040,1955,1403,27.0,249.0,2.0,0.0,67.0,67.0,0.0,-10.0,2.0,1.0,10470.0,1.0,6.0,600.0
1955-041,1955,1403,254.0,27.0,1.0,0.0,96.0,22.0,0.0,2.0,1.0,0.0,10110.0,1.0,6.0,600.0
1955-041,1955,1403,254.0,27.0,1.0,0.0,96.0,22.0,0.0,2.0,1.0,0.0,10110.0,1.0,2.0,210.0
1955-042,1955,1403,240.0,369.0,1.0,0.0,9.0,22.0,0.0,4.0,2.0,0.0,120010.0,12.0,3.0,345.0
1955-043,1955,1403,114.0,237.0,1.0,0.0,96.0,22.0,1.0,2.0,2.0,0.0,80030.0,8.0,3.0,307.0
1955-044,1955,1403,371.0,151.0,1.0,0.0,57.0,25.0,0.0,3.0,1.0,1.0,70040.0,7.0,3.0,334.0
1955-045,1955,1403,122.0,19.0,2.0,1.0,66.0,66.0,0.0,-10.0,1.0,1.0,90090.0,9.0,6.0,600.0
1955-046,1955,1403,135.0,27.0,1.0,0.0,75.0,25.0,1.0,2.0,2.0,1.0,120010.0,12.0,3.0,345.0
1955-047,1955,1403,25.0,7.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,0.0,80100.0,8.0,1.0,148.0
1955-047,1955,1403,25.0,7.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,0.0,100060.0,10.0,1.0,148.0
1955-048,1955,1403,174.0,200.0,1.0,0.0,133.0,27.0,1.0,4.0,1.0,1.0,90320.0,9.0,-10.0,-1000.0
1955-049,1955,1403,28.0,100.0,1.0,0.0,302.0,300.0,0.0,3.0,2.0,0.0,30060.0,3.0,3.0,369.0
1955-049,1955,1403,28.0,100.0,1.0,0.0,302.0,300.0,0.0,3.0,2.0,0.0,100030.0,10.0,3.0,369.0
1955-051,1955,1403,145.0,116.0,1.0,0.0,96.0,22.0,0.0,2.0,1.0,1.0,80040.0,8.0,3.0,348.0
1955-052,1955,1403,145.0,121.0,1.0,0.0,300.0,300.0,0.0,2.0,1.0,1.0,80070.0,8.0,1.0,111.0
1955-053,1955,1403,174.0,116.0,1.0,0.0,96.0,22.0,0.0,3.0,1.0,1.0,80050.0,8.0,-10.0,-1000.0
1955-054,1955,1403,233.0,4.0,2.0,0.0,300.0,300.0,1.0,2.0,2.0,0.0,80100.0,8.0,2.0,230.0
1955-055,1955,1403,8.0,21.0,2.0,0.0,302.0,300.0,1.0,2.0,1.0,1.0,30110.0,3.0,2.0,210.0
1955-055,1955,1403,8.0,21.0,2.0,0.0,302.0,300.0,1.0,2.0,1.0,1.0,30120.0,3.0,2.0,210.0
1955-056,1955,1403,168.0,253.0,1.0,0.0,301.0,300.0,0.0,2.0,3.0,0.0,110030.0,11.0,1.0,143.0
1955-057,1955,1403,8.0,27.0,1.0,0.0,50.0,29.0,0.0,2.0,1.0,1.0,80060.0,8.0,-10.0,-1000.0
1955-058,1955,1403,100.0,28.0,1.0,0.0,302.0,301.0,0.0,2.0,1.0,0.0,90160.0,9.0,-10.0,-1000.0
1955-059,1955,1403,128.0,27.0,2.0,0.0,94.0,94.0,0.0,-10.0,1.0,1.0,80010.0,8.0,-10.0,-1000.0
1955-060,1955,1403,106.0,368.0,2.0,1.0,96.0,96.0,0.0,9.0,2.0,1.0,90250.0,9.0,1.0,139.0
1955-061,1955,1403,371.0,151.0,1.0,0.0,75.0,25.0,0.0,2.0,1.0,1.0,70040.0,7.0,3.0,334.0
1955-064,1955,1403,128.0,184.0,1.0,0.0,66.0,27.0,0.0,3.0,1.0,1.0,90140.0,9.0,-10.0,-1000.0
1955-065,1955,1403,369.0,170.0,1.0,0.0,129.0,29.0,0.0,2.0,2.0,0.0,20150.0,2.0,6.0,600.0
1955-066,1955,1403,213.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,20370.0,2.0,2.0,231.0
1955-066,1955,1403,213.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,20370.0,2.0,2.0,230.0
1955-067,1955,1403,245.0,27.0,2.0,1.0,121.0,121.0,0.0,9.0,1.0,1.0,90120.0,9.0,3.0,343.0
1955-067,1955,1403,366.0,245.0,2.0,1.0,121.0,121.0,0.0,9.0,1.0,1.0,90120.0,9.0,3.0,343.0
1955-067,1955,1403,245.0,245.0,2.0,1.0,121.0,121.0,0.0,9.0,1.0,1.0,90120.0,9.0,3.0,343.0
1955-067,1955,1403,231.0,245.0,2.0,1.0,121.0,121.0,0.0,9.0,1.0,1.0,90120.0,9.0,3.0,343.0
1955-068,1955,1403,245.0,245.0,2.0,1.0,121.0,121.0,0.0,9.0,2.0,0.0,80240.0,8.0,3.0,343.0
1955-068,1955,1403,366.0,245.0,2.0,1.0,121.0,121.0,0.0,9.0,2.0,0.0,80240.0,8.0,3.0,343.0
1955-068,1955,1403,231.0,245.0,2.0,1.0,121.0,121.0,0.0,9.0,2.0,0.0,80240.0,8.0,3.0,343.0
1955-069,1955,1403,116.0,27.0,2.0,1.0,121.0,121.0,1.0,9.0,1.0,1.0,80220.0,8.0,3.0,343.0
1955-070,1955,1403,249.0,151.0,1.0,0.0,302.0,300.0,1.0,2.0,1.0,1.0,100020.0,10.0,3.0,356.0
1955-071,1955,1403,104.0,104.0,1.0,0.0,32.0,32.0,0.0,8.0,2.0,1.0,80260.0,8.0,6.0,600.0
1955-072,1955,1403,27.0,106.0,1.0,0.0,96.0,22.0,0.0,2.0,2.0,0.0,20280.0,2.0,3.0,344.0
1955-073,1955,1403,382.0,151.0,1.0,0.0,25.0,25.0,0.0,3.0,1.0,0.0,70090.0,7.0,3.0,356.0
1955-073,1955,1403,382.0,151.0,1.0,0.0,30.0,30.0,0.0,3.0,1.0,0.0,70090.0,7.0,3.0,356.0
1955-073,1955,1403,151.0,382.0,1.0,0.0,26.0,26.0,0.0,2.0,2.0,1.0,70090.0,7.0,3.0,356.0
1955-074,1955,1403,211.0,403.0,1.0,0.0,32.0,32.0,1.0,2.0,1.0,1.0,30060.0,3.0,3.0,369.0
1955-075,1955,1403,100.0,27.0,1.0,0.0,86.0,28.0,0.0,2.0,1.0,0.0,10490.0,1.0,3.0,345.0
1955-076,1955,1403,229.0,3.0,2.0,0.0,302.0,300.0,1.0,2.0,1.0,1.0,40020.0,4.0,2.0,230.0
1955-077,1955,1403,382.0,151.0,1.0,0.0,24.0,24.0,0.0,3.0,1.0,1.0,70070.0,7.0,3.0,356.0
1955-078,1955,1403,195.0,27.0,1.0,0.0,77.0,25.0,1.0,3.0,1.0,0.0,80060.0,8.0,2.0,211.0
1955-079,1955,1403,195.0,27.0,1.0,0.0,123.0,30.0,0.0,3.0,1.0,1.0,80060.0,8.0,3.0,374.0
1955-080,1955,1403,145.0,231.0,1.0,0.0,53.0,22.0,0.0,3.0,1.0,0.0,10280.0,1.0,4.0,403.0
1955-080,1955,1403,145.0,231.0,1.0,0.0,53.0,22.0,0.0,3.0,1.0,0.0,90130.0,9.0,-10.0,-1000.0
1955-081,1955,1403,27.0,177.0,1.0,0.0,32.0,32.0,0.0,8.0,1.0,1.0,80320.0,8.0,3.0,326.0
1955-081,1955,1403,27.0,177.0,1.0,0.0,32.0,32.0,0.0,8.0,1.0,1.0,90280.0,9.0,3.0,305.0
1955-082,1955,1403,142.0,27.0,1.0,0.0,109.0,23.0,0.0,4.0,1.0,0.0,30130.0,3.0,3.0,366.0
1955-082,1955,1403,27.0,142.0,1.0,0.0,72.0,30.0,0.0,2.0,2.0,1.0,30130.0,3.0,3.0,366.0
1955-083,1955,1403,249.0,145.0,2.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,70030.0,7.0,3.0,363.0
1955-083,1955,1403,249.0,145.0,2.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,70030.0,7.0,2.0,207.0
1955-083,1955,1403,249.0,145.0,2.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,70030.0,7.0,2.0,200.0
1955-083,1955,1403,249.0,145.0,2.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,70030.0,7.0,1.0,111.0
1955-083,1955,1403,249.0,145.0,2.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,70030.0,7.0,1.0,148.0
1955-084,1955,1403,369.0,240.0,1.0,0.0,9.0,23.0,0.0,2.0,1.0,1.0,120020.0,12.0,3.0,345.0
1955-085,1955,1403,25.0,5.0,1.0,0.0,302.0,300.0,0.0,3.0,2.0,0.0,80100.0,8.0,6.0,600.0
1955-086,1955,1403,249.0,4.0,2.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,100020.0,10.0,3.0,356.0
1955-087,1955,1403,126.0,28.0,1.0,0.0,300.0,300.0,0.0,9.0,1.0,0.0,90180.0,9.0,-10.0,-1000.0
1955-088,1955,1403,145.0,151.0,1.0,0.0,302.0,300.0,0.0,3.0,1.0,0.0,90180.0,9.0,-10.0,-1000.0
1955-089,1955,1403,27.0,252.0,2.0,0.0,96.0,96.0,0.0,9.0,1.0,1.0,80010.0,8.0,3.0,367.0
1955-090,1955,1403,231.0,231.0,2.0,1.0,89.0,89.0,0.0,6.0,1.0,1.0,80220.0,8.0,-10.0,-1000.0
1955-090,1955,1403,231.0,27.0,2.0,1.0,89.0,89.0,0.0,6.0,2.0,0.0,80220.0,8.0,-10.0,-1000.0
1955-090,1955,1403,27.0,231.0,2.0,1.0,89.0,89.0,0.0,6.0,1.0,1.0,80220.0,8.0,-10.0,-1000.0
1955-090,1955,1403,4.0,231.0,2.0,1.0,52.0,52.0,0.0,3.0,2.0,0.0,80220.0,8.0,-10.0,-1000.0
1955-090,1955,1403,231.0,231.0,2.0,1.0,52.0,52.0,0.0,3.0,2.0,0.0,80220.0,8.0,-10.0,-1000.0
1955-090,1955,1403,27.0,231.0,2.0,1.0,52.0,52.0,0.0,3.0,2.0,0.0,80220.0,8.0,-10.0,-1000.0
1955-091,1955,1403,106.0,368.0,1.0,0.0,129.0,29.0,0.0,2.0,1.0,0.0,20110.0,2.0,3.0,344.0
1955-092,1955,1403,27.0,184.0,2.0,0.0,54.0,54.0,0.0,-10.0,1.0,0.0,80010.0,8.0,3.0,367.0
1955-093,1955,1403,238.0,184.0,1.0,0.0,66.0,27.0,0.0,9.0,2.0,0.0,90110.0,9.0,4.0,400.0
1955-094,1955,1403,172.0,177.0,1.0,0.0,111.0,23.0,0.0,9.0,2.0,0.0,90110.0,9.0,4.0,400.0
1955-095,1955,1403,126.0,28.0,1.0,0.0,110.0,23.0,0.0,2.0,1.0,0.0,10200.0,1.0,2.0,230.0
1955-096,1955,1403,27.0,186.0,1.0,0.0,131.0,131.0,0.0,12.0,1.0,1.0,20240.0,2.0,3.0,377.0
1955-096,1955,1403,27.0,186.0,1.0,0.0,131.0,131.0,0.0,12.0,1.0,1.0,20240.0,2.0,1.0,136.0
1955-097,1955,1403,28.0,186.0,2.0,0.0,55.0,55.0,0.0,-10.0,2.0,1.0,20240.0,2.0,3.0,377.0
1955-097,1955,1403,28.0,186.0,2.0,0.0,55.0,55.0,0.0,-10.0,2.0,1.0,20240.0,2.0,6.0,600.0
1955-097,1955,1403,28.0,186.0,2.0,0.0,55.0,55.0,0.0,-10.0,2.0,1.0,20240.0,2.0,1.0,136.0
1955-098,1955,1403,231.0,145.0,1.0,0.0,302.0,300.0,0.0,2.0,2.0,0.0,80050.0,8.0,3.0,329.0
1955-098,1955,1403,231.0,145.0,1.0,0.0,302.0,300.0,0.0,2.0,2.0,0.0,80050.0,8.0,6.0,600.0
1955-099,1955,1403,145.0,231.0,1.0,0.0,109.0,23.0,0.0,2.0,1.0,1.0,80050.0,8.0,3.0,329.0
1955-100,1955,1403,100.0,27.0,1.0,0.0,121.0,25.0,0.0,2.0,1.0,0.0,90380.0,9.0,-10.0,-1000.0
1955-100,1955,1403,100.0,27.0,1.0,0.0,121.0,25.0,1.0,2.0,1.0,0.0,90380.0,9.0,-10.0,-1000.0
1955-100,1955,1403,100.0,27.0,1.0,0.0,121.0,25.0,1.0,2.0,1.0,0.0,90420.0,9.0,-10.0,-1000.0
1955-100,1955,1403,100.0,27.0,1.0,0.0,121.0,25.0,1.0,2.0,1.0,0.0,90420.0,9.0,-10.0,-1000.0
1955-101,1955,1403,145.0,116.0,1.0,0.0,96.0,22.0,0.0,2.0,1.0,1.0,80050.0,8.0,3.0,349.0
1955-102,1955,1403,8.0,320.0,1.0,0.0,55.0,32.0,1.0,2.0,1.0,1.0,30060.0,3.0,6.0,600.0
1955-102,1955,1403,8.0,320.0,1.0,0.0,55.0,32.0,1.0,2.0,1.0,1.0,30060.0,3.0,6.0,600.0
1955-102,1955,1403,8.0,320.0,1.0,0.0,55.0,32.0,1.0,2.0,1.0,1.0,30060.0,3.0,5.0,511.0
1955-103,1955,1403,236.0,129.0,1.0,0.0,51.0,29.0,0.0,3.0,2.0,0.0,80190.0,8.0,6.0,600.0
1956-001,1956,1404,126.0,27.0,1.0,0.0,111.0,23.0,1.0,2.0,1.0,1.0,10280.0,1.0,-10.0,-1000.0
1956-001,1956,1404,126.0,27.0,1.0,0.0,111.0,23.0,1.0,2.0,1.0,1.0,10200.0,1.0,-10.0,-1000.0
1956-002,1956,1403,126.0,27.0,1.0,0.0,111.0,23.0,0.0,-10.0,1.0,1.0,10280.0,1.0,-10.0,-1000.0
1956-003,1956,1403,145.0,116.0,1.0,0.0,92.0,23.0,0.0,3.0,1.0,1.0,80070.0,8.0,-10.0,-1000.0
1956-004,1956,1404,113.0,102.0,1.0,0.0,111.0,23.0,1.0,3.0,2.0,1.0,100130.0,10.0,-10.0,-1000.0
1956-004,1956,1404,113.0,113.0,1.0,0.0,111.0,23.0,1.0,3.0,2.0,1.0,100130.0,10.0,-10.0,-1000.0
1956-005,1956,1404,1.0,102.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,90310.0,9.0,5.0,506.0
1956-006,1956,1404,27.0,8.0,1.0,0.0,3.0,3.0,0.0,-10.0,1.0,1.0,80060.0,8.0,6.0,600.0
1956-007,1956,1404,184.0,27.0,2.0,0.0,104.0,104.0,0.0,-10.0,2.0,0.0,80010.0,8.0,-10.0,-1000.0
1956-008,1956,1404,27.0,231.0,1.0,0.0,3.0,3.0,1.0,-10.0,2.0,1.0,90120.0,9.0,3.0,343.0
1956-008,1956,1404,27.0,231.0,1.0,0.0,3.0,3.0,1.0,-10.0,2.0,1.0,90120.0,9.0,5.0,507.0
1956-009,1956,1404,27.0,231.0,1.0,0.0,126.0,24.0,0.0,2.0,2.0,1.0,90120.0,9.0,3.0,343.0
1956-009,1956,1404,27.0,231.0,1.0,0.0,126.0,24.0,0.0,2.0,2.0,1.0,90120.0,9.0,5.0,507.0
1956-010,1956,1404,138.0,369.0,1.0,0.0,9.0,28.0,0.0,2.0,2.0,0.0,120020.0,12.0,3.0,345.0
1956-011,1956,1404,195.0,3.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,0.0,40070.0,4.0,2.0,230.0
1956-011,1956,1404,195.0,3.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,0.0,40070.0,4.0,2.0,211.0
1956-011,1956,1404,195.0,3.0,2.0,0.0,300.0,300.0,0.0,2.0,2.0,0.0,40070.0,4.0,2.0,231.0
1956-012,1956,1404,195.0,3.0,2.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,40020.0,4.0,2.0,230.0
1956-013,1956,1404,208.0,27.0,1.0,0.0,80.0,21.0,0.0,3.0,1.0,1.0,80060.0,8.0,3.0,374.0
1956-014,1956,1404,382.0,249.0,1.0,0.0,55.0,32.0,0.0,3.0,2.0,0.0,90120.0,9.0,3.0,350.0
1956-015,1956,1404,249.0,382.0,1.0,0.0,26.0,26.0,1.0,9.0,1.0,1.0,90120.0,9.0,3.0,356.0
1956-016,1956,1404,27.0,366.0,2.0,1.0,55.0,55.0,1.0,9.0,1.0,0.0,80220.0,8.0,3.0,343.0
1956-017,1956,1404,1.0,106.0,1.0,0.0,55.0,32.0,0.0,9.0,2.0,0.0,20110.0,2.0,3.0,344.0
1956-017,1956,1404,1.0,106.0,1.0,0.0,55.0,32.0,0.0,9.0,2.0,0.0,90120.0,9.0,3.0,305.0
1956-018,1956,1404,176.0,28.0,2.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,100030.0,10.0,6.0,600.0
1956-019,1956,1404,100.0,28.0,1.0,0.0,302.0,300.0,0.0,2.0,1.0,1.0,10010.0,1.0,2.0,230.0
1956-020,1956,1404,27.0,250.0,1.0,0.0,50.0,29.0,0.0,3.0,2.0,0.0,20250.0,2.0,6.0,600.0
1956-021,1956,1404,27.0,100.0,2.0,0.0,58.0,58.0,0.0,-10.0,1.0,1.0,80130.0,8.0,6.0,600.0
1956-021,1956,1404,27.0,100.0,2.0,0.0,58.0,58.0,0.0,-10.0,1.0,1.0,10570.0,1.0,6.0,600.0
1956-022,1956,1404,195.0,27.0,1.0,0.0,75.0,25.0,0.0,2.0,1.0,0.0,90090.0,9.0,6.0,600.0
1956-023,1956,1404,100.0,27.0,1.0,0.0,96.0,22.0,1.0,2.0,1.0,0.0,10200.0,1.0,-10.0,-1000.0
1956-024,1956,1404,16.0,184.0,1.0,0.0,66.0,27.0,0.0,8.0,2.0,0.0,90330.0,9.0,6.0,600.0
1956-025,1956,1404,195.0,27.0,1.0,0.0,3.0,3.0,0.0,-10.0,1.0,0.0,90480.0,9.0,6.0,600.0
1956-026,1956,1404,135.0,114.0,1.0,0.0,67.0,27.0,0.0,3.0,1.0,1.0,90330.0,9.0,-10.0,-1000.0
1956-027,1956,1404,382.0,151.0,1.0,0.0,28.0,28.0,0.0,3.0,1.0,1.0,70070.0,7.0,3.0,356.0
1956-028,1956,1404,27.0,240.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,120010.0,12.0,3.0,345.0
1956-029,1956,1404,240.0,369.0,1.0,0.0,9.0,22.0,0.0,3.0,2.0,0.0,120010.0,12.0,3.0,345.0
1956-030,1956,1404,174.0,27.0,1.0,0.0,129.0,29.0,0.0,2.0,1.0,1.0,80060.0,8.0,3.0,374.0
1956-030,1956,1404,174.0,27.0,1.0,0.0,129.0,29.0,0.0,2.0,1.0,1.0,80060.0,8.0,3.0,374.0
1956-031,1956,1404,126.0,27.0,1.0,0.0,55.0,32.0,1.0,2.0,1.0,1.0,10210.0,1.0,-10.0,-1000.0
1956-032,1956,1404,27.0,238.0,1.0,0.0,60.0,25.0,0.0,4.0,2.0,1.0,90320.0,9.0,6.0,600.0
1956-033,1956,1404,126.0,27.0,1.0,0.0,122.0,25.0,0.0,2.0,1.0,1.0,10390.0,1.0,6.0,600.0
1956-034,1956,1404,254.0,19.0,2.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,10120.0,1.0,6.0,600.0
1956-034,1956,1404,254.0,19.0,2.0,0.0,302.0,300.0,0.0,2.0,1.0,0.0,10120.0,1.0,2.0,214.0
1956-035,1956,1404,126.0,27.0,1.0,0.0,83.0,28.0,0.0,9.0,1.0,0.0,10170.0,1.0,2.0,206.0
1956-035,1956,1404,126.0,27.0,1.0,0.0,83.0,28.0,0.0,9.0,1.0,0.0,10590.0,1.0,2.0,216.0
1956-035,1956,1404,126.0,27.0,1.0,0.0,83.0,28.0,0.0,9.0,1.0,0.0,10370.0,1.0,4.0,401.0
1956-036,1956,1404,145.0,116.0,1.0,0.0,302.0,300.0,0.0,9.0,1.0,1.0,80040.0,8.0,3.0,348.0
1956-037,1956,1404,100.0,28.0,2.0,0.0,302.0,300.0,0.0,9.0,1.0,1.0,30190.0,3.0,2.0,200.0
1956-038,1956,1404,111.0,27.0,1.0,0.0,101.0,28.0,0.0,2.0,1.0,0.0,10080.0,1.0,-10.0,-1000.0
1956-039,1956,1404,27.0,100.0,2.0,0.0,79.0,79.0,0.0,-10.0,2.0,1.0,10570.0,1.0,6.0,600.0
1956-040,1956,1404,357.0,187.0,1.0,0.0,27.0,27.0,0.0,3.0,1.0,1.0,80010.0,8.0,3.0,337.0
1956-040,1956,1404,357.0,187.0,1.0,0.0,27.0,27.0,0.0,3.0,1.0,1.0,80010.0,8.0,3.0,310.0
1956-041,1956,1404,100.0,28.0,1.0,0.0,300.0,300.0,0.0,9.0,1.0,0.0,10050.0,1.0,2.0,205.0
1956-041,1956,1404,100.0,28.0,1.0,0.0,300.0,300.0,0.0,9.0,1.0,0.0,10090.0,1.0,2.0,210.0
1956-042,1956,1404,216.0,216.0,1.0,0.0,50.0,29.0,0.0,2.0,1.0,1.0,80010.0,8.0,3.0,310.0
1956-043,1956,1404,184.0,184.0,2.0,1.0,55.0,55.0,1.0,-10.0,2.0,1.0,80010.0,8.0,3.0,367.0
1956-044,1956,1404,231.0,145.0,1.0,0.0,97.0,22.0,0.0,3.0,1.0,1.0,70030.0,7.0,3.0,363.0
1956-045,1956,1404,145.0,231.0,1.0,0.0,302.0,300.0,0.0,3.0,1.0,1.0,80040.0,8.0,3.0,329.0
1956-046,1956,1404,145.0,231.0,1.0,0.0,66.0,27.0,0.0,3.0,1.0,1.0,80040.0,8.0,3.0,329.0
